ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
244029796,4/22/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,34,0,25-44,M,BLACK HISPANIC,1002161,249364,40.851104,-73.935254,POINT (-73.935254 40.851104)
246962884,6/21/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070FE,F,Q,110,0,45-64,M,WHITE HISPANIC,1020520,210235,40.743651,-73.869105,POINT (-73.869105 40.743651)
244742910,5/8/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,62,0,18-24,M,WHITE HISPANIC,985472,162308,40.612176,-73.995597,POINT (-73.995597 40.612176)
239404542,1/19/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 135200X,F,K,62,0,25-44,M,WHITE HISPANIC,985312,162103,40.611613,-73.996174,POINT (-73.996174 40.611613)
240466180,2/11/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,75,0,45-64,M,BLACK,1018248,185557,40.67592253,-73.87743207,POINT (-73.87743207 40.67592253)
247126148,6/24/2022,187,KIDNAPPING 1,124,KIDNAPPING & RELATED OFFENSES,PL 135252B,F,B,49,0,25-44,M,BLACK,1020546,245734,40.841084,-73.868821,POINT (-73.868821 40.841084)
239648382,1/25/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,26,0,18-24,M,BLACK,996342,236149,40.814845,-73.956312,POINT (-73.956312 40.814845)
240361752,2/9/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,28,0,25-44,M,UNKNOWN,996736,231658,40.802516,-73.954899,POINT (-73.954899 40.802516)
249150701,8/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,69,0,25-44,M,BLACK,1010576,175628,40.648698,-73.905128,POINT (-73.905128 40.648698)
248927665,8/2/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,B,49,0,25-44,M,WHITE HISPANIC,1028251,252396,40.8593338,-73.84093224,POINT (-73.84093224 40.8593338)
250090415,8/24/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,83,0,18-24,M,WHITE HISPANIC,1007127,193705,40.698323,-73.917495,POINT (-73.917495 40.698323)
243166987,4/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,109,0,45-64,M,WHITE,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
243169049,4/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
249150705,8/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,69,0,25-44,F,BLACK,1010576,175628,40.648698,-73.905128,POINT (-73.905128 40.648698)
250487491,9/1/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070E1,F,K,84,0,45-64,M,ASIAN / PACIFIC ISLANDER,989235,189578,40.687025,-73.982024,POINT (-73.982024 40.687025)
242916993,3/31/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,75,0,25-44,M,BLACK,1012561,186625,40.678874,-73.897929,POINT (-73.897929 40.678874)
249150557,8/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,69,0,25-44,M,BLACK,1010576,175628,40.648698,-73.905128,POINT (-73.905128 40.648698)
241720900,3/7/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,115,0,18-24,M,WHITE HISPANIC,1022892,213629,40.752955,-73.860525,POINT (-73.860525 40.752955)
249150560,8/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,69,0,25-44,F,BLACK,1010576,175628,40.648698,-73.905128,POINT (-73.905128 40.648698)
243224357,4/8/2022,187,KIDNAPPING 1,124,KIDNAPPING & RELATED OFFENSES,PL 1352501,F,K,60,0,18-24,M,ASIAN / PACIFIC ISLANDER,986947,149565,40.5772,-73.990289,POINT (-73.990289 40.5772)
242810757,3/29/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,75,0,25-44,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404)
243169054,4/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
239066510,1/13/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,103,0,25-44,M,BLACK,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439)
247892606,7/12/2022,193,CUSTODIAL INTERFERENCE 1,124,KIDNAPPING & RELATED OFFENSES,PL 1355002,F,Q,110,0,25-44,M,WHITE HISPANIC,1020232,210719,40.744981,-73.870144,POINT (-73.870144 40.744981)
244534769,5/3/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,B,50,0,25-44,M,BLACK HISPANIC,1012239,257288,40.872828,-73.898795,POINT (-73.898795 40.872828)
244668624,5/6/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070FC,F,K,77,0,25-44,M,BLACK HISPANIC,994506,185551,40.675967,-73.963023,POINT (-73.963023 40.675967)
243679028,4/14/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070FE,F,K,75,0,45-64,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404)
245147818,5/16/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,47,0,25-44,F,BLACK,1028817,261200,40.883497,-73.838827,POINT (-73.838827 40.883497)
240094478,2/4/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,106,0,25-44,M,BLACK,1028604,187929,40.682389,-73.840079,POINT (-73.840079 40.682389)
245147817,5/16/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,47,0,25-44,M,BLACK,1028817,261200,40.883497,-73.838827,POINT (-73.838827 40.883497)
239605680,1/24/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,5,0,45-64,M,WHITE HISPANIC,985967,202895,40.723578,-73.993805,POINT (-73.993805 40.723578)
245220945,5/18/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,81,0,45-64,M,BLACK,1004837,190604,40.689818,-73.925765,POINT (-73.925765 40.689818)
241920623,3/11/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,70,0,25-44,M,ASIAN / PACIFIC ISLANDER,994903,167483,40.626375,-73.96162,POINT (-73.96162 40.626375)
244933314,5/12/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,B,43,0,25-44,M,WHITE HISPANIC,1020183,239282,40.823378,-73.870168,POINT (-73.870168 40.823378)
256487898,12/17/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,76,0,25-44,F,BLACK,984110,188363,40.683691,-74.000504,POINT (-74.000504 40.683691)
255732558,12/10/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,83,0,18-24,M,WHITE HISPANIC,1003927,194419,40.70029009,-73.92903552,POINT (-73.92903552 40.70029009)
247181405,6/26/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,113,0,25-44,M,BLACK,1047373,189024,40.68527886,-73.77239993,POINT (-73.77239993 40.68527886)
244726662,5/6/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,30,0,18-24,M,BLACK,998047,238670,40.821759,-73.95015,POINT (-73.95015 40.821759)
245888557,5/31/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,107,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032048,203446,40.7249598,-73.82755413,POINT (-73.82755413 40.7249598)
247486317,7/3/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,115,0,25-44,M,BLACK,1024027,214608,40.755637,-73.856426,POINT (-73.856426 40.755637)
246908094,6/20/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,B,52,0,25-44,M,WHITE HISPANIC,1017426,256035,40.86937,-73.880047,POINT (-73.880047 40.86937)
247476353,7/2/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,75,0,18-24,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404)
246775687,6/17/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,S,122,0,25-44,M,UNKNOWN,954771,148450,40.574091,-74.106113,POINT (-74.106113 40.574091)
245889778,5/31/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070FE,F,Q,109,0,18-24,M,BLACK,1036846,215013,40.75668103,-73.81015349,POINT (-73.81015349 40.75668103)
246851411,6/19/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032770,213452,40.752422,-73.824877,POINT (-73.824877 40.752422)
247235064,6/27/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,60,0,25-44,M,BLACK,989547,148969,40.575561,-73.980931,POINT (-73.980931 40.575561)
247045648,6/23/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,77,0,25-44,M,BLACK,1003508,185056,40.674593,-73.930572,POINT (-73.930572 40.674593)
246553834,6/13/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,25,0,25-44,M,BLACK,1000150,231908,40.80319547,-73.9425685,POINT (-73.9425685 40.80319547)
245744766,5/27/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,25,0,25-44,M,WHITE HISPANIC,1002968,230059,40.798116,-73.932393,POINT (-73.932393 40.798116)
260512593,12/26/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,S,120,0,45-64,F,WHITE HISPANIC,961171,162476,40.612606,-74.083121,POINT (-74.083121 40.612606)
245987959,6/2/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070FC,F,B,42,0,45-64,M,WHITE,1008754,238895,40.822355,-73.911463,POINT (-73.911463 40.822355)
254619206,11/25/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,105,0,25-44,M,BLACK,1049129,181500,40.664616,-73.766138,POINT (-73.766138 40.664616)
244125309,4/25/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,78,0,18-24,M,BLACK,991360,187427,40.681119,-73.974365,POINT (-73.974365 40.681119)
247065090,6/23/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,88,0,25-44,M,WHITE,993575,188250,40.683375,-73.966377,POINT (-73.966377 40.683375)
247443511,7/2/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,B,44,0,25-44,M,BLACK,1003507,242079,40.831107,-73.93041,POINT (-73.93041 40.831107)
244338615,4/29/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,5,0,25-44,M,BLACK,982682,199754,40.714957,-74.005654,POINT (-74.005654 40.714957)
247744320,7/8/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 135200X,F,B,43,0,25-44,M,BLACK,1020183,239282,40.823378,-73.870168,POINT (-73.870168 40.823378)
250325201,8/29/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,113,0,45-64,M,BLACK,1048308,185402,40.675333,-73.769061,POINT (-73.769061 40.675333)
248619760,7/27/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,102,0,25-44,M,ASIAN / PACIFIC ISLANDER,1031076,193778,40.69843,-73.831128,POINT (-73.831128 40.69843)
249973437,8/23/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,19,0,25-44,M,WHITE HISPANIC,994296,218679,40.766896,-73.96373,POINT (-73.96373 40.766896)
249257797,8/9/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,18,0,25-44,M,WHITE,986382,218545,40.766533,-73.9923,POINT (-73.9923 40.766533)
249823183,8/19/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,79,0,25-44,M,BLACK,999507,190206,40.688736,-73.944984,POINT (-73.944984 40.688736)
247036605,6/22/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,103,0,45-64,M,WHITE HISPANIC,1037435,195236,40.702396,-73.808183,POINT (-73.808183 40.702396)
247133872,6/24/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,90,0,25-44,M,BLACK,1000838,196032,40.704725,-73.940171,POINT (-73.940171 40.704725)
247961014,7/13/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,23,0,25-44,M,WHITE HISPANIC,998828,226859,40.789341,-73.947351,POINT (-73.947351 40.789341)
248190877,7/18/2022,193,CUSTODIAL INTERFERENCE 1,124,KIDNAPPING & RELATED OFFENSES,PL 1355002,F,K,70,0,25-44,M,WHITE,995842,164709,40.618757,-73.958245,POINT (-73.958245 40.618757)
247036607,6/22/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,103,0,25-44,M,WHITE HISPANIC,1037435,195236,40.702396,-73.808183,POINT (-73.808183 40.702396)
249257798,8/9/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,18,0,25-44,M,WHITE,986382,218545,40.766533,-73.9923,POINT (-73.9923 40.766533)
245786367,5/28/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,32,0,18-24,M,BLACK,1001117,237710,40.819119,-73.939058,POINT (-73.939058 40.819119)
251006639,9/13/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,M,20,0,65+,M,ASIAN / PACIFIC ISLANDER,988187,220870,40.772915,-73.985785,POINT (-73.985785 40.772915)
250206455,8/26/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,B,44,0,25-44,M,BLACK,1003507,242079,40.831107,-73.93041,POINT (-73.93041 40.831107)
250057803,8/24/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,103,0,18-24,M,BLACK,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439)
250900244,9/11/2022,186,LURING A CHILD,124,KIDNAPPING,PL 12070E1,F,Q,113,0,25-44,M,BLACK,1050107,192669,40.695265,-73.762505,POINT (-73.762505 40.695265)
250248082,8/28/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,114,2,25-44,M,BLACK,999925,214506,40.755434,-73.943421,POINT (-73.943421 40.755434)
250057805,8/24/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,103,0,18-24,F,WHITE HISPANIC,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439)
250741758,9/8/2022,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,113,0,25-44,F,BLACK,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077)
249763563,8/18/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,Q,114,0,45-64,M,WHITE HISPANIC,1007694,219656,40.769552,-73.915361,POINT (-73.915361 40.769552)
252215989,10/7/2022,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 1351000,F,K,75,0,25-44,M,BLACK,1019914,190278,40.688875,-73.871399,POINT (-73.871399 40.688875)
252178705,10/7/2022,193,CUSTODIAL INTERFERENCE 1,124,KIDNAPPING & RELATED OFFENSES,PL 1355002,F,K,70,0,18-24,F,BLACK,993939,175974,40.649682,-73.965083,POINT (-73.965083 40.649682)
